experiment_id,label,left_arm,right_arm,multiplicity_family,scope,endpoint,estimand,n_ita_pairs,n_common_served,left_ita_rate,right_ita_rate,ita_delta_right_minus_left,common_served_outcome_gain_n,common_served_outcome_loss_n,common_served_outcome_contribution,right_only_service_positive_n,right_only_service_positive_contribution,left_only_service_positive_n,left_only_service_positive_contribution,decomposition_sum,common_served_conditional_delta,provenance
RCR3,rcr3_vs_lite3_same_3call_budget,lite3_safe,rcr3_default,primary,MCR,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,150,132,0.14666666666666667,0.08666666666666667,-0.06,3,12,-0.06,0,0.0,0,0.0,-0.06,-0.06818181818181818,blinded_model_panel_sensitivity_not_root
RCR3,rcr3_vs_lite3_same_3call_budget,lite3_safe,rcr3_default,primary,MCR,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,150,132,0.17333333333333334,0.2,0.02666666666666667,16,7,0.06,0,0.0,5,-0.03333333333333333,0.026666666666666665,0.06818181818181818,blinded_model_panel_sensitivity_not_root
RCR3,rcr3_vs_lite3_same_3call_budget,lite3_safe,rcr3_default,primary,MCR,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,150,132,0.32,0.2866666666666667,-0.03333333333333333,14,14,0.0,0,0.0,5,-0.03333333333333333,-0.03333333333333333,0.0,blinded_model_panel_sensitivity_not_root
RCR3,rcr3_vs_lite3_same_3call_budget,lite3_safe,rcr3_default,primary,MCR,task,ita_service_path_arithmetic_decomposition_not_causal_mediation,150,132,0.2,0.12,-0.08,5,15,-0.06666666666666667,0,0.0,2,-0.013333333333333334,-0.08,-0.07575757575757576,blinded_model_panel_sensitivity_not_root
RCR3,third_generator_marginal_utility,lite3_safe,compact4_true3gen,primary,ALL,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,300,174,0.07333333333333333,0.043333333333333335,-0.03,3,4,-0.0033333333333333335,0,0.0,8,-0.02666666666666667,-0.030000000000000002,-0.005747126436781609,blinded_model_panel_sensitivity_not_root
RCR3,third_generator_marginal_utility,lite3_safe,compact4_true3gen,primary,ALL,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,300,174,0.36,0.18,-0.18,9,11,-0.006666666666666667,0,0.0,52,-0.17333333333333334,-0.18,-0.011494252873563218,blinded_model_panel_sensitivity_not_root
RCR3,third_generator_marginal_utility,lite3_safe,compact4_true3gen,primary,ALL,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,300,174,0.43333333333333335,0.22333333333333333,-0.21,9,12,-0.01,0,0.0,60,-0.2,-0.21000000000000002,-0.017241379310344827,blinded_model_panel_sensitivity_not_root
RCR3,third_generator_marginal_utility,lite3_safe,compact4_true3gen,primary,DA,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,150,79,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,blinded_model_panel_sensitivity_not_root
RCR3,third_generator_marginal_utility,lite3_safe,compact4_true3gen,primary,DA,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,150,79,0.5466666666666666,0.2866666666666667,-0.26,7,6,0.006666666666666667,0,0.0,40,-0.26666666666666666,-0.26,0.012658227848101266,blinded_model_panel_sensitivity_not_root
RCR3,third_generator_marginal_utility,lite3_safe,compact4_true3gen,primary,DA,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,150,79,0.5466666666666666,0.2866666666666667,-0.26,7,6,0.006666666666666667,0,0.0,40,-0.26666666666666666,-0.26,0.012658227848101266,blinded_model_panel_sensitivity_not_root
RCR3,third_generator_marginal_utility,lite3_safe,compact4_true3gen,primary,DA,task,ita_service_path_arithmetic_decomposition_not_causal_mediation,150,79,0.24666666666666667,0.11333333333333333,-0.13333333333333333,1,5,-0.02666666666666667,0,0.0,16,-0.10666666666666667,-0.13333333333333333,-0.05063291139240506,blinded_model_panel_sensitivity_not_root
RCR3,third_generator_marginal_utility,lite3_safe,compact4_true3gen,primary,MCR,clinical_complete,ita_service_path_arithmetic_decomposition_not_causal_mediation,150,95,0.14666666666666667,0.08666666666666667,-0.06,3,4,-0.006666666666666667,0,0.0,8,-0.05333333333333334,-0.060000000000000005,-0.010526315789473684,blinded_model_panel_sensitivity_not_root
RCR3,third_generator_marginal_utility,lite3_safe,compact4_true3gen,primary,MCR,compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,150,95,0.17333333333333334,0.07333333333333333,-0.1,2,5,-0.02,0,0.0,12,-0.08,-0.1,-0.031578947368421054,blinded_model_panel_sensitivity_not_root
RCR3,third_generator_marginal_utility,lite3_safe,compact4_true3gen,primary,MCR,complete_or_compatible_partial,ita_service_path_arithmetic_decomposition_not_causal_mediation,150,95,0.32,0.16,-0.16,2,6,-0.02666666666666667,0,0.0,20,-0.13333333333333333,-0.16,-0.042105263157894736,blinded_model_panel_sensitivity_not_root
RCR3,third_generator_marginal_utility,lite3_safe,compact4_true3gen,primary,MCR,task,ita_service_path_arithmetic_decomposition_not_causal_mediation,150,95,0.2,0.10666666666666667,-0.09333333333333334,3,7,-0.02666666666666667,0,0.0,10,-0.06666666666666667,-0.09333333333333334,-0.042105263157894736,blinded_model_panel_sensitivity_not_root
