experiment_id,label,scope,endpoint,panel_delta,panel_sign,panel_holm_adjusted_p,panel_holm_significant,reviewer_a_delta,reviewer_b_delta,reviewer_c_delta,reviewer_delta_min,reviewer_delta_max,reviewer_delta_range,all_reviewers_same_direction,all_reviewers_and_panel_same_direction,reviewer_holm_significant_n,panel_and_all_reviewers_holm_robust_same_direction,provenance
E12,graph_vs_s1_k5_pairwise,MCR,clinical_complete,-0.02,negative,1.0,False,-0.02666666666666667,-0.02,-0.02,-0.02666666666666667,-0.02,0.006666666666666668,True,True,0,False,model_reviewer_perturbation_not_root
E12,graph_vs_s1_k5_pairwise,MCR,compatible_partial,-0.02,negative,1.0,False,-0.013333333333333334,-0.02666666666666667,-0.02666666666666667,-0.02666666666666667,-0.013333333333333334,0.013333333333333334,True,True,0,False,model_reviewer_perturbation_not_root
E12,graph_vs_s1_k5_pairwise,MCR,complete_or_compatible_partial,-0.04,negative,1.0,False,-0.04,-0.04666666666666667,-0.04666666666666667,-0.04666666666666667,-0.04,0.006666666666666668,True,True,0,False,model_reviewer_perturbation_not_root
E12,graph_vs_s1_k5_pointwise,ALL,clinical_complete,0.006666666666666667,positive,1.0,False,0.0033333333333333335,0.006666666666666667,0.006666666666666667,0.0033333333333333335,0.006666666666666667,0.0033333333333333335,True,True,0,False,model_reviewer_perturbation_not_root
E12,graph_vs_s1_k5_pointwise,ALL,compatible_partial,-0.04666666666666667,negative,1.0,False,-0.05333333333333334,-0.04666666666666667,-0.03666666666666667,-0.05333333333333334,-0.03666666666666667,0.01666666666666667,True,True,0,False,model_reviewer_perturbation_not_root
E12,graph_vs_s1_k5_pointwise,ALL,complete_or_compatible_partial,-0.04,negative,1.0,False,-0.05,-0.04,-0.03,-0.05,-0.03,0.020000000000000004,True,True,0,False,model_reviewer_perturbation_not_root
E12,graph_vs_s1_k5_pointwise,DA,clinical_complete,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,graph_vs_s1_k5_pointwise,DA,compatible_partial,-0.08666666666666667,negative,1.0,False,-0.09333333333333334,-0.08,-0.08,-0.09333333333333334,-0.08,0.013333333333333336,True,True,0,False,model_reviewer_perturbation_not_root
E12,graph_vs_s1_k5_pointwise,DA,complete_or_compatible_partial,-0.08666666666666667,negative,1.0,False,-0.09333333333333334,-0.08,-0.08,-0.09333333333333334,-0.08,0.013333333333333336,True,True,0,False,model_reviewer_perturbation_not_root
E12,graph_vs_s1_k5_pointwise,MCR,clinical_complete,0.013333333333333334,positive,1.0,False,0.006666666666666667,0.013333333333333334,0.013333333333333334,0.006666666666666667,0.013333333333333334,0.006666666666666667,True,True,0,False,model_reviewer_perturbation_not_root
E12,graph_vs_s1_k5_pointwise,MCR,compatible_partial,-0.006666666666666667,negative,1.0,False,-0.013333333333333334,-0.013333333333333334,0.006666666666666667,-0.013333333333333334,0.006666666666666667,0.02,False,False,0,False,model_reviewer_perturbation_not_root
E12,graph_vs_s1_k5_pointwise,MCR,complete_or_compatible_partial,0.006666666666666667,positive,1.0,False,-0.006666666666666667,0.0,0.02,-0.006666666666666667,0.02,0.02666666666666667,False,False,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_first,ALL,clinical_complete,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_first,ALL,compatible_partial,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_first,ALL,complete_or_compatible_partial,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_first,DA,clinical_complete,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_first,DA,compatible_partial,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_first,DA,complete_or_compatible_partial,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_first,MCR,clinical_complete,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_first,MCR,compatible_partial,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_first,MCR,complete_or_compatible_partial,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_pairwise,ALL,clinical_complete,0.0033333333333333335,positive,1.0,False,0.0,0.0033333333333333335,0.0033333333333333335,0.0,0.0033333333333333335,0.0033333333333333335,False,False,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_pairwise,ALL,compatible_partial,-0.01,negative,1.0,False,-0.01,-0.0033333333333333335,0.0,-0.01,0.0,0.01,False,False,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_pairwise,ALL,complete_or_compatible_partial,-0.006666666666666667,negative,1.0,False,-0.01,0.0,0.0033333333333333335,-0.01,0.0033333333333333335,0.013333333333333334,False,False,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_pairwise,DA,clinical_complete,0.006666666666666667,positive,1.0,False,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_pairwise,DA,compatible_partial,-0.013333333333333334,negative,1.0,False,-0.006666666666666667,0.0,-0.006666666666666667,-0.006666666666666667,0.0,0.006666666666666667,False,False,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_pairwise,DA,complete_or_compatible_partial,-0.006666666666666667,negative,1.0,False,0.0,0.006666666666666667,0.0,0.0,0.006666666666666667,0.006666666666666667,False,False,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_pairwise,MCR,clinical_complete,0.0,zero,1.0,False,-0.006666666666666667,0.0,0.0,-0.006666666666666667,0.0,0.006666666666666667,False,False,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_pairwise,MCR,compatible_partial,-0.006666666666666667,negative,1.0,False,-0.013333333333333334,-0.006666666666666667,0.006666666666666667,-0.013333333333333334,0.006666666666666667,0.02,False,False,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_pairwise,MCR,complete_or_compatible_partial,-0.006666666666666667,negative,1.0,False,-0.02,-0.006666666666666667,0.006666666666666667,-0.02,0.006666666666666667,0.02666666666666667,False,False,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_pointwise,ALL,clinical_complete,-0.01,negative,1.0,False,-0.01,-0.01,-0.01,-0.01,-0.01,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_pointwise,ALL,compatible_partial,-0.01,negative,1.0,False,-0.01,-0.01,-0.006666666666666667,-0.01,-0.006666666666666667,0.003333333333333333,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_pointwise,ALL,complete_or_compatible_partial,-0.02,negative,1.0,False,-0.02,-0.02,-0.016666666666666666,-0.02,-0.016666666666666666,0.003333333333333334,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_pointwise,DA,clinical_complete,0.006666666666666667,positive,1.0,False,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_pointwise,DA,compatible_partial,0.006666666666666667,positive,1.0,False,0.013333333333333334,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.013333333333333334,0.006666666666666667,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_pointwise,DA,complete_or_compatible_partial,0.013333333333333334,positive,1.0,False,0.02,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.02,0.006666666666666666,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_pointwise,MCR,clinical_complete,-0.02666666666666667,negative,1.0,False,-0.02666666666666667,-0.02666666666666667,-0.02666666666666667,-0.02666666666666667,-0.02666666666666667,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_pointwise,MCR,compatible_partial,-0.02666666666666667,negative,1.0,False,-0.03333333333333333,-0.02666666666666667,-0.02,-0.03333333333333333,-0.02,0.013333333333333332,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_graph_pointwise,MCR,complete_or_compatible_partial,-0.05333333333333334,negative,0.794921875,False,-0.06,-0.05333333333333334,-0.04666666666666667,-0.06,-0.04666666666666667,0.013333333333333329,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_first,ALL,clinical_complete,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_first,ALL,compatible_partial,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_first,ALL,complete_or_compatible_partial,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_first,DA,clinical_complete,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_first,DA,compatible_partial,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_first,DA,complete_or_compatible_partial,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_first,MCR,clinical_complete,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_first,MCR,compatible_partial,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_first,MCR,complete_or_compatible_partial,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_pairwise,ALL,clinical_complete,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_pairwise,ALL,compatible_partial,0.02666666666666667,positive,1.0,False,0.02666666666666667,0.023333333333333334,0.02666666666666667,0.023333333333333334,0.02666666666666667,0.003333333333333334,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_pairwise,ALL,complete_or_compatible_partial,0.02666666666666667,positive,1.0,False,0.02666666666666667,0.023333333333333334,0.02666666666666667,0.023333333333333334,0.02666666666666667,0.003333333333333334,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_pairwise,DA,clinical_complete,0.006666666666666667,positive,1.0,False,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_pairwise,DA,compatible_partial,0.02666666666666667,positive,1.0,False,0.013333333333333334,0.02666666666666667,0.02666666666666667,0.013333333333333334,0.02666666666666667,0.013333333333333334,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_pairwise,DA,complete_or_compatible_partial,0.03333333333333333,positive,1.0,False,0.02,0.03333333333333333,0.03333333333333333,0.02,0.03333333333333333,0.013333333333333332,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_pairwise,MCR,clinical_complete,-0.006666666666666667,negative,1.0,False,-0.006666666666666667,-0.006666666666666667,-0.006666666666666667,-0.006666666666666667,-0.006666666666666667,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_pairwise,MCR,compatible_partial,0.02666666666666667,positive,1.0,False,0.04,0.02,0.02666666666666667,0.02,0.04,0.02,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_pairwise,MCR,complete_or_compatible_partial,0.02,positive,1.0,False,0.03333333333333333,0.013333333333333334,0.02,0.013333333333333334,0.03333333333333333,0.019999999999999997,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_pointwise,ALL,clinical_complete,-0.0033333333333333335,negative,1.0,False,-0.0033333333333333335,-0.006666666666666667,-0.0033333333333333335,-0.006666666666666667,-0.0033333333333333335,0.0033333333333333335,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_pointwise,ALL,compatible_partial,0.0033333333333333335,positive,1.0,False,0.0,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0033333333333333335,False,False,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_pointwise,ALL,complete_or_compatible_partial,0.0,zero,1.0,False,-0.0033333333333333335,-0.006666666666666667,0.0,-0.006666666666666667,0.0,0.006666666666666667,False,False,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_pointwise,DA,clinical_complete,0.0,zero,1.0,False,0.0,-0.006666666666666667,0.0,-0.006666666666666667,0.0,0.006666666666666667,False,False,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_pointwise,DA,compatible_partial,0.02666666666666667,positive,1.0,False,0.02,0.03333333333333333,0.02666666666666667,0.02,0.03333333333333333,0.013333333333333332,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_pointwise,DA,complete_or_compatible_partial,0.02666666666666667,positive,1.0,False,0.02,0.02666666666666667,0.02666666666666667,0.02,0.02666666666666667,0.006666666666666668,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_pointwise,MCR,clinical_complete,-0.006666666666666667,negative,1.0,False,-0.006666666666666667,-0.006666666666666667,-0.006666666666666667,-0.006666666666666667,-0.006666666666666667,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_pointwise,MCR,compatible_partial,-0.02,negative,1.0,False,-0.02,-0.03333333333333333,-0.02,-0.03333333333333333,-0.02,0.013333333333333332,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_raw_pointwise,MCR,complete_or_compatible_partial,-0.02666666666666667,negative,1.0,False,-0.02666666666666667,-0.04,-0.02666666666666667,-0.04,-0.02666666666666667,0.013333333333333332,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_first,ALL,clinical_complete,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_first,ALL,compatible_partial,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_first,ALL,complete_or_compatible_partial,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_first,DA,clinical_complete,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_first,DA,compatible_partial,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_first,DA,complete_or_compatible_partial,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_first,MCR,clinical_complete,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_first,MCR,compatible_partial,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_first,MCR,complete_or_compatible_partial,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_pairwise,ALL,clinical_complete,0.0033333333333333335,positive,1.0,False,0.0,0.0033333333333333335,0.0033333333333333335,0.0,0.0033333333333333335,0.0033333333333333335,False,False,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_pairwise,ALL,compatible_partial,-0.013333333333333334,negative,1.0,False,-0.02,-0.01,-0.016666666666666666,-0.02,-0.01,0.01,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_pairwise,ALL,complete_or_compatible_partial,-0.01,negative,1.0,False,-0.02,-0.006666666666666667,-0.013333333333333334,-0.02,-0.006666666666666667,0.013333333333333332,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_pairwise,DA,clinical_complete,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_pairwise,DA,compatible_partial,-0.02666666666666667,negative,1.0,False,-0.04,-0.02,-0.02666666666666667,-0.04,-0.02,0.02,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_pairwise,DA,complete_or_compatible_partial,-0.02666666666666667,negative,1.0,False,-0.04,-0.02,-0.02666666666666667,-0.04,-0.02,0.02,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_pairwise,MCR,clinical_complete,0.006666666666666667,positive,1.0,False,0.0,0.006666666666666667,0.006666666666666667,0.0,0.006666666666666667,0.006666666666666667,False,False,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_pairwise,MCR,compatible_partial,0.0,zero,1.0,False,0.0,0.0,-0.006666666666666667,-0.006666666666666667,0.0,0.006666666666666667,False,False,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_pairwise,MCR,complete_or_compatible_partial,0.006666666666666667,positive,1.0,False,0.0,0.006666666666666667,0.0,0.0,0.006666666666666667,0.006666666666666667,False,False,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_pointwise,ALL,clinical_complete,-0.0033333333333333335,negative,1.0,False,-0.01,-0.0033333333333333335,-0.0033333333333333335,-0.01,-0.0033333333333333335,0.006666666666666666,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_pointwise,ALL,compatible_partial,-0.01,negative,1.0,False,-0.01,-0.01,-0.006666666666666667,-0.01,-0.006666666666666667,0.003333333333333333,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_pointwise,ALL,complete_or_compatible_partial,-0.013333333333333334,negative,1.0,False,-0.02,-0.013333333333333334,-0.01,-0.02,-0.01,0.01,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_pointwise,DA,clinical_complete,-0.006666666666666667,negative,1.0,False,-0.006666666666666667,-0.006666666666666667,-0.006666666666666667,-0.006666666666666667,-0.006666666666666667,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_pointwise,DA,compatible_partial,-0.013333333333333334,negative,1.0,False,-0.013333333333333334,-0.013333333333333334,-0.013333333333333334,-0.013333333333333334,-0.013333333333333334,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_pointwise,DA,complete_or_compatible_partial,-0.02,negative,1.0,False,-0.02,-0.02,-0.02,-0.02,-0.02,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_pointwise,MCR,clinical_complete,0.0,zero,1.0,False,-0.013333333333333334,0.0,0.0,-0.013333333333333334,0.0,0.013333333333333334,False,False,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_pointwise,MCR,compatible_partial,-0.006666666666666667,negative,1.0,False,-0.006666666666666667,-0.006666666666666667,0.0,-0.006666666666666667,0.0,0.006666666666666667,False,False,0,False,model_reviewer_perturbation_not_root
E12,k10_vs_k5_s1_pointwise,MCR,complete_or_compatible_partial,-0.006666666666666667,negative,1.0,False,-0.02,-0.006666666666666667,0.0,-0.02,0.0,0.02,False,False,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_graph_k10,ALL,clinical_complete,0.0033333333333333335,positive,1.0,False,0.0,0.0033333333333333335,0.0033333333333333335,0.0,0.0033333333333333335,0.0033333333333333335,False,False,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_graph_k10,ALL,compatible_partial,-0.0033333333333333335,negative,1.0,False,0.0033333333333333335,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,False,False,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_graph_k10,ALL,complete_or_compatible_partial,0.0,zero,1.0,False,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0,True,False,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_graph_k10,DA,clinical_complete,0.013333333333333334,positive,1.0,False,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_graph_k10,DA,compatible_partial,-0.006666666666666667,negative,1.0,False,0.0,0.0,-0.006666666666666667,-0.006666666666666667,0.0,0.006666666666666667,False,False,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_graph_k10,DA,complete_or_compatible_partial,0.006666666666666667,positive,1.0,False,0.013333333333333334,0.013333333333333334,0.006666666666666667,0.006666666666666667,0.013333333333333334,0.006666666666666667,True,True,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_graph_k10,MCR,clinical_complete,-0.006666666666666667,negative,1.0,False,-0.013333333333333334,-0.006666666666666667,-0.006666666666666667,-0.013333333333333334,-0.006666666666666667,0.006666666666666667,True,True,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_graph_k10,MCR,compatible_partial,0.0,zero,1.0,False,0.006666666666666667,0.0,0.006666666666666667,0.0,0.006666666666666667,0.006666666666666667,False,False,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_graph_k10,MCR,complete_or_compatible_partial,-0.006666666666666667,negative,1.0,False,-0.006666666666666667,-0.006666666666666667,0.0,-0.006666666666666667,0.0,0.006666666666666667,False,False,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_graph_k5,ALL,clinical_complete,0.0,zero,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_graph_k5,ALL,compatible_partial,0.006666666666666667,positive,1.0,False,0.013333333333333334,0.0033333333333333335,0.0,0.0,0.013333333333333334,0.013333333333333334,False,False,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_graph_k5,ALL,complete_or_compatible_partial,0.006666666666666667,positive,1.0,False,0.013333333333333334,0.0033333333333333335,0.0,0.0,0.013333333333333334,0.013333333333333334,False,False,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_graph_k5,DA,clinical_complete,0.006666666666666667,positive,1.0,False,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_graph_k5,DA,compatible_partial,0.006666666666666667,positive,1.0,False,0.006666666666666667,0.0,0.0,0.0,0.006666666666666667,0.006666666666666667,False,False,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_graph_k5,DA,complete_or_compatible_partial,0.013333333333333334,positive,1.0,False,0.013333333333333334,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.013333333333333334,0.006666666666666667,True,True,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_graph_k5,MCR,clinical_complete,-0.006666666666666667,negative,1.0,False,-0.006666666666666667,-0.006666666666666667,-0.006666666666666667,-0.006666666666666667,-0.006666666666666667,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_graph_k5,MCR,compatible_partial,0.006666666666666667,positive,1.0,False,0.02,0.006666666666666667,0.0,0.0,0.02,0.02,False,False,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_graph_k5,MCR,complete_or_compatible_partial,0.0,zero,1.0,False,0.013333333333333334,0.0,-0.006666666666666667,-0.006666666666666667,0.013333333333333334,0.02,False,False,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_raw_k10,ALL,clinical_complete,0.04,positive,0.163055419921875,False,0.04,0.04,0.04,0.04,0.04,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_raw_k10,ALL,compatible_partial,0.08333333333333333,positive,0.03961804057088614,True,0.1,0.08333333333333333,0.08,0.08,0.1,0.020000000000000004,True,True,3,True,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_raw_k10,ALL,complete_or_compatible_partial,0.12333333333333334,positive,0.00017453376913001406,True,0.14,0.12333333333333334,0.12,0.12,0.14,0.020000000000000018,True,True,3,True,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_raw_k10,DA,clinical_complete,0.013333333333333334,positive,1.0,False,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_raw_k10,DA,compatible_partial,0.13333333333333333,positive,0.11260267099714838,False,0.13333333333333333,0.13333333333333333,0.12666666666666668,0.12666666666666668,0.13333333333333333,0.006666666666666654,True,True,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_raw_k10,DA,complete_or_compatible_partial,0.14666666666666667,positive,0.04914131883435857,True,0.14666666666666667,0.14666666666666667,0.14,0.14,0.14666666666666667,0.006666666666666654,True,True,1,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_raw_k10,MCR,clinical_complete,0.06666666666666667,positive,0.2412109375,False,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_raw_k10,MCR,compatible_partial,0.03333333333333333,positive,1.0,False,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,True,True,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_raw_k10,MCR,complete_or_compatible_partial,0.1,positive,0.05809593200683594,False,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.033333333333333326,True,True,2,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_raw_k5,ALL,clinical_complete,0.04,positive,0.163055419921875,False,0.04,0.04,0.04,0.04,0.04,0.0,True,True,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_raw_k5,ALL,compatible_partial,0.056666666666666664,positive,1.0,False,0.07333333333333333,0.06,0.05333333333333334,0.05333333333333334,0.07333333333333333,0.019999999999999997,True,True,0,False,model_reviewer_perturbation_not_root
E12,pairwise_vs_first_raw_k5,ALL,complete_or_compatible_partial,0.09666666666666666,positive,0.0192996720020261,True,0.11333333333333333,0.1,0.09333333333333334,0.09333333333333334,0.11333333333333333,0.01999999999999999,True,True,3,True,model_reviewer_perturbation_not_root
