experiment_id,label,left_arm,right_arm,multiplicity_family,scope,endpoint,estimand,provenance,n,left_rate,right_rate,delta_right_minus_left,both,left_only,right_only,neither,gain_case_keys,loss_case_keys,exact_mcnemar_p,paired_case_bootstrap_delta_ci95,bootstrap_unit,holm_adjusted_p,holm_family_size
E12,graph_vs_s1_k5_pointwise,s1_k5_pointwise,graph_k5_pointwise,factorial39,MCR,task,common_served_case_paired,blinded_model_panel_sensitivity_not_root,131,0.2595419847328244,0.2824427480916031,0.022900763358778626,28,6,9,88,"[""MCR_seq200b/320"", ""MCR_seq200b/411"", ""MCR_seq200b/458"", ""MCR_v1_seq100/41"", ""MCR_v1_seq100/46"", ""MCR_v1_seq100/74"", ""MCR_v1_seq100/78"", ""MCR_v1_seq100/99"", ""MCR_v2_seq100/174""]","[""MCR_seq200b/265"", ""MCR_seq200b/328"", ""MCR_seq200b/329"", ""MCR_v1_seq100/47"", ""MCR_v1_seq100/60"", ""MCR_v2_seq100/201""]",0.60723876953125,"[-0.030534, 0.076336]",case,1.0,39
E12,k10_vs_k5_graph_first,graph_k5_first,graph_k10_first,factorial39,ALL,safe_exact,common_served_case_paired,blinded_model_panel_sensitivity_not_root,300,0.07,0.07,0.0,21,0,0,279,[],[],1.0,"[0.0, 0.0]",case,1.0,39
E12,k10_vs_k5_graph_first,graph_k5_first,graph_k10_first,factorial39,ALL,legacy_chain,common_served_case_paired,blinded_model_panel_sensitivity_not_root,300,0.19,0.19,0.0,57,0,0,243,[],[],1.0,"[0.0, 0.0]",case,1.0,39
E12,k10_vs_k5_graph_first,graph_k5_first,graph_k10_first,factorial39,ALL,clinical_complete,common_served_case_paired,blinded_model_panel_sensitivity_not_root,300,0.09666666666666666,0.09666666666666666,0.0,29,0,0,271,[],[],1.0,"[0.0, 0.0]",case,1.0,39
E12,k10_vs_k5_graph_first,graph_k5_first,graph_k10_first,factorial39,ALL,compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,300,0.29333333333333333,0.29333333333333333,0.0,88,0,0,212,[],[],1.0,"[0.0, 0.0]",case,1.0,39
E12,k10_vs_k5_graph_first,graph_k5_first,graph_k10_first,factorial39,ALL,complete_or_compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,300,0.39,0.39,0.0,117,0,0,183,[],[],1.0,"[0.0, 0.0]",case,1.0,39
E12,k10_vs_k5_graph_first,graph_k5_first,graph_k10_first,factorial39,DA,safe_exact,common_served_case_paired,blinded_model_panel_sensitivity_not_root,150,0.0,0.0,0.0,0,0,0,150,[],[],1.0,"[0.0, 0.0]",case,1.0,39
E12,k10_vs_k5_graph_first,graph_k5_first,graph_k10_first,factorial39,DA,legacy_chain,common_served_case_paired,blinded_model_panel_sensitivity_not_root,150,0.2,0.2,0.0,30,0,0,120,[],[],1.0,"[0.0, 0.0]",case,1.0,39
E12,k10_vs_k5_graph_first,graph_k5_first,graph_k10_first,factorial39,DA,clinical_complete,common_served_case_paired,blinded_model_panel_sensitivity_not_root,150,0.006666666666666667,0.006666666666666667,0.0,1,0,0,149,[],[],1.0,"[0.0, 0.0]",case,1.0,39
E12,k10_vs_k5_graph_first,graph_k5_first,graph_k10_first,factorial39,DA,compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,150,0.4666666666666667,0.4666666666666667,0.0,70,0,0,80,[],[],1.0,"[0.0, 0.0]",case,1.0,39
E12,k10_vs_k5_graph_first,graph_k5_first,graph_k10_first,factorial39,DA,complete_or_compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,150,0.47333333333333333,0.47333333333333333,0.0,71,0,0,79,[],[],1.0,"[0.0, 0.0]",case,1.0,39
E12,k10_vs_k5_graph_first,graph_k5_first,graph_k10_first,factorial39,DA,task,common_served_case_paired,blinded_model_panel_sensitivity_not_root,150,0.24,0.24,0.0,36,0,0,114,[],[],1.0,"[0.0, 0.0]",case,1.0,39
E12,k10_vs_k5_graph_first,graph_k5_first,graph_k10_first,factorial39,MCR,safe_exact,common_served_case_paired,blinded_model_panel_sensitivity_not_root,150,0.14,0.14,0.0,21,0,0,129,[],[],1.0,"[0.0, 0.0]",case,1.0,39
E12,k10_vs_k5_graph_first,graph_k5_first,graph_k10_first,factorial39,MCR,legacy_chain,common_served_case_paired,blinded_model_panel_sensitivity_not_root,150,0.18,0.18,0.0,27,0,0,123,[],[],1.0,"[0.0, 0.0]",case,1.0,39
E12,k10_vs_k5_graph_first,graph_k5_first,graph_k10_first,factorial39,MCR,clinical_complete,common_served_case_paired,blinded_model_panel_sensitivity_not_root,150,0.18666666666666668,0.18666666666666668,0.0,28,0,0,122,[],[],1.0,"[0.0, 0.0]",case,1.0,39
E12,k10_vs_k5_graph_first,graph_k5_first,graph_k10_first,factorial39,MCR,compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,150,0.12,0.12,0.0,18,0,0,132,[],[],1.0,"[0.0, 0.0]",case,1.0,39
E12,k10_vs_k5_graph_first,graph_k5_first,graph_k10_first,factorial39,MCR,complete_or_compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,150,0.30666666666666664,0.30666666666666664,0.0,46,0,0,104,[],[],1.0,"[0.0, 0.0]",case,1.0,39
E12,k10_vs_k5_graph_first,graph_k5_first,graph_k10_first,factorial39,MCR,task,common_served_case_paired,blinded_model_panel_sensitivity_not_root,150,0.24,0.24,0.0,36,0,0,114,[],[],1.0,"[0.0, 0.0]",case,1.0,39
E12,k10_vs_k5_graph_pairwise,graph_k5_pairwise,graph_k10_pairwise,factorial39,ALL,safe_exact,common_served_case_paired,blinded_model_panel_sensitivity_not_root,256,0.08203125,0.078125,-0.00390625,18,3,2,233,"[""DA_d2_heldout200b/540"", ""MCR_seq200b/320""]","[""MCR_seq200b/263"", ""MCR_v1_seq100/74"", ""MCR_v1_seq100/99""]",1.0,"[-0.019531, 0.011719]",case,1.0,39
E12,k10_vs_k5_graph_pairwise,graph_k5_pairwise,graph_k10_pairwise,factorial39,ALL,legacy_chain,common_served_case_paired,blinded_model_panel_sensitivity_not_root,256,0.2109375,0.203125,-0.0078125,46,8,6,196,"[""DA_d2_heldout100/451"", ""DA_d2_heldout200b/540"", ""DA_d2_heldout200b/713"", ""MCR_seq200b/320"", ""MCR_v1_seq100/45"", ""MCR_v2_seq100/209""]","[""DA_d2_heldout200b/508"", ""DA_d2_heldout200b/518"", ""DA_d2_heldout200b/662"", ""MCR_seq200b/263"", ""MCR_seq200b/335"", ""MCR_v1_seq100/123"", ""MCR_v1_seq100/74"", ""MCR_v1_seq100/99""]",0.79052734375,"[-0.035156, 0.019531]",case,1.0,39
E12,k10_vs_k5_graph_pairwise,graph_k5_pairwise,graph_k10_pairwise,factorial39,ALL,clinical_complete,common_served_case_paired,blinded_model_panel_sensitivity_not_root,256,0.11328125,0.1171875,0.00390625,25,4,5,222,"[""DA_d2_heldout200b/540"", ""MCR_seq200b/251"", ""MCR_seq200b/320"", ""MCR_v1_seq100/45"", ""MCR_v2_seq100/209""]","[""MCR_seq200b/263"", ""MCR_seq200b/335"", ""MCR_v1_seq100/74"", ""MCR_v1_seq100/99""]",1.0,"[-0.019531, 0.027344]",case,1.0,39
E12,k10_vs_k5_graph_pairwise,graph_k5_pairwise,graph_k10_pairwise,factorial39,ALL,compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,256,0.3515625,0.33984375,-0.01171875,76,14,11,155,"[""DA_d2_heldout100/451"", ""DA_d2_heldout200b/477"", ""DA_d2_heldout200b/591"", ""DA_d2_heldout200b/622"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/757"", ""DA_d2_seq100/63"", ""MCR_seq200b/263"", ""MCR_seq200b/265"", ""MCR_v1_seq100/86""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout100/262"", ""DA_d2_heldout100/290"", ""DA_d2_heldout200b/540"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/771"", ""DA_d2_seq100/134"", ""DA_d2_seq100/164"", ""DA_d2_seq100/33"", ""MCR_seq200b/251"", ""MCR_v1_seq100/123"", ""MCR_v1_seq100/26"", ""MCR_v2_seq100/230""]",0.6900379657745361,"[-0.050781, 0.027344]",case,1.0,39
E12,k10_vs_k5_graph_pairwise,graph_k5_pairwise,graph_k10_pairwise,factorial39,ALL,complete_or_compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,256,0.46484375,0.45703125,-0.0078125,104,15,13,124,"[""DA_d2_heldout100/451"", ""DA_d2_heldout200b/477"", ""DA_d2_heldout200b/591"", ""DA_d2_heldout200b/622"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/757"", ""DA_d2_seq100/63"", ""MCR_seq200b/265"", ""MCR_seq200b/320"", ""MCR_v1_seq100/45"", ""MCR_v1_seq100/86"", ""MCR_v2_seq100/209""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout100/262"", ""DA_d2_heldout100/290"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/771"", ""DA_d2_seq100/134"", ""DA_d2_seq100/164"", ""DA_d2_seq100/33"", ""MCR_seq200b/335"", ""MCR_v1_seq100/123"", ""MCR_v1_seq100/26"", ""MCR_v1_seq100/74"", ""MCR_v1_seq100/99"", ""MCR_v2_seq100/230""]",0.8505540192127228,"[-0.046875, 0.03125]",case,1.0,39
E12,k10_vs_k5_graph_pairwise,graph_k5_pairwise,graph_k10_pairwise,factorial39,DA,safe_exact,common_served_case_paired,blinded_model_panel_sensitivity_not_root,126,0.0,0.007936507936507936,0.007936507936507936,0,0,1,125,"[""DA_d2_heldout200b/540""]",[],1.0,"[0.0, 0.02381]",case,1.0,39
E12,k10_vs_k5_graph_pairwise,graph_k5_pairwise,graph_k10_pairwise,factorial39,DA,legacy_chain,common_served_case_paired,blinded_model_panel_sensitivity_not_root,126,0.20634920634920634,0.20634920634920634,0.0,23,3,3,97,"[""DA_d2_heldout100/451"", ""DA_d2_heldout200b/540"", ""DA_d2_heldout200b/713""]","[""DA_d2_heldout200b/508"", ""DA_d2_heldout200b/518"", ""DA_d2_heldout200b/662""]",1.0,"[-0.039683, 0.039683]",case,1.0,39
E12,k10_vs_k5_graph_pairwise,graph_k5_pairwise,graph_k10_pairwise,factorial39,DA,clinical_complete,common_served_case_paired,blinded_model_panel_sensitivity_not_root,126,0.015873015873015872,0.023809523809523808,0.007936507936507936,2,0,1,123,"[""DA_d2_heldout200b/540""]",[],1.0,"[0.0, 0.02381]",case,1.0,39
E12,k10_vs_k5_graph_pairwise,graph_k5_pairwise,graph_k10_pairwise,factorial39,DA,compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,126,0.5634920634920635,0.5476190476190477,-0.015873015873015872,61,10,8,47,"[""DA_d2_heldout100/451"", ""DA_d2_heldout200b/477"", ""DA_d2_heldout200b/591"", ""DA_d2_heldout200b/622"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/757"", ""DA_d2_seq100/63""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout100/262"", ""DA_d2_heldout100/290"", ""DA_d2_heldout200b/540"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/771"", ""DA_d2_seq100/134"", ""DA_d2_seq100/164"", ""DA_d2_seq100/33""]",0.8145294189453125,"[-0.079365, 0.047619]",case,1.0,39
E12,k10_vs_k5_graph_pairwise,graph_k5_pairwise,graph_k10_pairwise,factorial39,DA,complete_or_compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,126,0.5793650793650794,0.5714285714285714,-0.007936507936507936,64,9,8,45,"[""DA_d2_heldout100/451"", ""DA_d2_heldout200b/477"", ""DA_d2_heldout200b/591"", ""DA_d2_heldout200b/622"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/757"", ""DA_d2_seq100/63""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout100/262"", ""DA_d2_heldout100/290"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/771"", ""DA_d2_seq100/134"", ""DA_d2_seq100/164"", ""DA_d2_seq100/33""]",1.0,"[-0.071429, 0.055556]",case,1.0,39
E12,k10_vs_k5_graph_pairwise,graph_k5_pairwise,graph_k10_pairwise,factorial39,DA,task,common_served_case_paired,blinded_model_panel_sensitivity_not_root,126,0.25396825396825395,0.23809523809523808,-0.015873015873015872,24,8,6,88,"[""DA_d2_heldout100/262"", ""DA_d2_heldout200b/540"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/763"", ""DA_d2_seq100/164""]","[""DA_d2_heldout100/341"", ""DA_d2_heldout100/392"", ""DA_d2_heldout200b/508"", ""DA_d2_heldout200b/591"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/713"", ""DA_d2_heldout200b/724"", ""DA_d2_seq100/63""]",0.79052734375,"[-0.071429, 0.039683]",case,1.0,39
E12,k10_vs_k5_graph_pairwise,graph_k5_pairwise,graph_k10_pairwise,factorial39,MCR,safe_exact,common_served_case_paired,blinded_model_panel_sensitivity_not_root,130,0.16153846153846155,0.14615384615384616,-0.015384615384615385,18,3,1,108,"[""MCR_seq200b/320""]","[""MCR_seq200b/263"", ""MCR_v1_seq100/74"", ""MCR_v1_seq100/99""]",0.625,"[-0.046154, 0.015385]",case,1.0,39
E12,k10_vs_k5_graph_pairwise,graph_k5_pairwise,graph_k10_pairwise,factorial39,MCR,legacy_chain,common_served_case_paired,blinded_model_panel_sensitivity_not_root,130,0.2153846153846154,0.2,-0.015384615384615385,23,5,3,99,"[""MCR_seq200b/320"", ""MCR_v1_seq100/45"", ""MCR_v2_seq100/209""]","[""MCR_seq200b/263"", ""MCR_seq200b/335"", ""MCR_v1_seq100/123"", ""MCR_v1_seq100/74"", ""MCR_v1_seq100/99""]",0.7265625,"[-0.061538, 0.023077]",case,1.0,39
E12,k10_vs_k5_graph_pairwise,graph_k5_pairwise,graph_k10_pairwise,factorial39,MCR,clinical_complete,common_served_case_paired,blinded_model_panel_sensitivity_not_root,130,0.2076923076923077,0.2076923076923077,0.0,23,4,4,99,"[""MCR_seq200b/251"", ""MCR_seq200b/320"", ""MCR_v1_seq100/45"", ""MCR_v2_seq100/209""]","[""MCR_seq200b/263"", ""MCR_seq200b/335"", ""MCR_v1_seq100/74"", ""MCR_v1_seq100/99""]",1.0,"[-0.046154, 0.046154]",case,1.0,39
E12,k10_vs_k5_graph_pairwise,graph_k5_pairwise,graph_k10_pairwise,factorial39,MCR,compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,130,0.14615384615384616,0.13846153846153847,-0.007692307692307693,15,4,3,108,"[""MCR_seq200b/263"", ""MCR_seq200b/265"", ""MCR_v1_seq100/86""]","[""MCR_seq200b/251"", ""MCR_v1_seq100/123"", ""MCR_v1_seq100/26"", ""MCR_v2_seq100/230""]",1.0,"[-0.046154, 0.030769]",case,1.0,39
E12,k10_vs_k5_graph_pairwise,graph_k5_pairwise,graph_k10_pairwise,factorial39,MCR,complete_or_compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,130,0.35384615384615387,0.34615384615384615,-0.007692307692307693,40,6,5,79,"[""MCR_seq200b/265"", ""MCR_seq200b/320"", ""MCR_v1_seq100/45"", ""MCR_v1_seq100/86"", ""MCR_v2_seq100/209""]","[""MCR_seq200b/335"", ""MCR_v1_seq100/123"", ""MCR_v1_seq100/26"", ""MCR_v1_seq100/74"", ""MCR_v1_seq100/99"", ""MCR_v2_seq100/230""]",1.0,"[-0.061538, 0.038462]",case,1.0,39
E12,k10_vs_k5_graph_pairwise,graph_k5_pairwise,graph_k10_pairwise,factorial39,MCR,task,common_served_case_paired,blinded_model_panel_sensitivity_not_root,130,0.2846153846153846,0.2846153846153846,0.0,33,4,4,89,"[""MCR_seq200b/251"", ""MCR_seq200b/320"", ""MCR_v1_seq100/45"", ""MCR_v2_seq100/209""]","[""MCR_seq200b/335"", ""MCR_v1_seq100/123"", ""MCR_v1_seq100/74"", ""MCR_v1_seq100/99""]",1.0,"[-0.046154, 0.046154]",case,1.0,39
E12,k10_vs_k5_graph_pointwise,graph_k5_pointwise,graph_k10_pointwise,factorial39,ALL,safe_exact,common_served_case_paired,blinded_model_panel_sensitivity_not_root,251,0.0796812749003984,0.07569721115537849,-0.00398406374501992,16,4,3,228,"[""DA_d2_heldout200b/540"", ""MCR_seq200b/328"", ""MCR_seq200b/345""]","[""MCR_seq200b/263"", ""MCR_v1_seq100/46"", ""MCR_v1_seq100/74"", ""MCR_v2_seq100/174""]",1.0,"[-0.023904, 0.015936]",case,1.0,39
E12,k10_vs_k5_graph_pointwise,graph_k5_pointwise,graph_k10_pointwise,factorial39,ALL,legacy_chain,common_served_case_paired,blinded_model_panel_sensitivity_not_root,251,0.20318725099601595,0.1952191235059761,-0.00796812749003984,41,10,8,192,"[""DA_d2_heldout100/391"", ""DA_d2_heldout100/451"", ""DA_d2_heldout200b/540"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/713"", ""DA_d2_seq100/19"", ""MCR_seq200b/328"", ""MCR_seq200b/345""]","[""DA_d2_heldout100/269"", ""DA_d2_heldout200b/548"", ""DA_d2_heldout200b/549"", ""DA_d2_seq100/156"", ""MCR_seq200b/263"", ""MCR_seq200b/335"", ""MCR_seq200b/355"", ""MCR_v1_seq100/46"", ""MCR_v1_seq100/74"", ""MCR_v2_seq100/174""]",0.8145294189453125,"[-0.039841, 0.023904]",case,1.0,39
E12,k10_vs_k5_graph_pointwise,graph_k5_pointwise,graph_k10_pointwise,factorial39,ALL,clinical_complete,common_served_case_paired,blinded_model_panel_sensitivity_not_root,251,0.11952191235059761,0.11155378486055777,-0.00796812749003984,24,6,4,217,"[""DA_d2_heldout200b/540"", ""MCR_seq200b/328"", ""MCR_seq200b/345"", ""MCR_v1_seq100/47""]","[""MCR_seq200b/263"", ""MCR_seq200b/296"", ""MCR_seq200b/335"", ""MCR_v1_seq100/46"", ""MCR_v1_seq100/74"", ""MCR_v2_seq100/174""]",0.75390625,"[-0.031873, 0.015936]",case,1.0,39
E12,k10_vs_k5_graph_pointwise,graph_k5_pointwise,graph_k10_pointwise,factorial39,ALL,compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,251,0.33067729083665337,0.32270916334661354,-0.00796812749003984,67,16,14,154,"[""DA_d2_heldout100/451"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/560"", ""DA_d2_heldout200b/611"", ""DA_d2_heldout200b/622"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/724"", ""DA_d2_seq100/139"", ""DA_d2_seq100/19"", ""DA_d2_seq100/242"", ""DA_d2_seq100/57"", ""MCR_seq200b/263"", ""MCR_v2_seq100/201""]","[""DA_d2_heldout200b/540"", ""DA_d2_heldout200b/548"", ""DA_d2_heldout200b/549"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/719"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/753"", ""DA_d2_heldout200b/757"", ""DA_d2_heldout200b/766"", ""DA_d2_heldout200b/771"", ""MCR_seq200b/251"", ""MCR_seq200b/328"", ""MCR_seq200b/345"", ""MCR_seq200b/355"", ""MCR_v1_seq100/47"", ""MCR_v1_seq100/6""]",0.855535551905632,"[-0.051793, 0.035857]",case,1.0,39
E12,k10_vs_k5_graph_pointwise,graph_k5_pointwise,graph_k10_pointwise,factorial39,ALL,complete_or_compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,251,0.450199203187251,0.4342629482071713,-0.01593625498007968,96,17,13,125,"[""DA_d2_heldout100/451"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/560"", ""DA_d2_heldout200b/611"", ""DA_d2_heldout200b/622"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/724"", ""DA_d2_seq100/139"", ""DA_d2_seq100/19"", ""DA_d2_seq100/242"", ""DA_d2_seq100/57"", ""MCR_v2_seq100/201""]","[""DA_d2_heldout200b/548"", ""DA_d2_heldout200b/549"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/719"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/753"", ""DA_d2_heldout200b/757"", ""DA_d2_heldout200b/766"", ""DA_d2_heldout200b/771"", ""MCR_seq200b/251"", ""MCR_seq200b/296"", ""MCR_seq200b/335"", ""MCR_seq200b/355"", ""MCR_v1_seq100/46"", ""MCR_v1_seq100/6"", ""MCR_v1_seq100/74"", ""MCR_v2_seq100/174""]",0.584664711728692,"[-0.059761, 0.027888]",case,1.0,39
E12,k10_vs_k5_graph_pointwise,graph_k5_pointwise,graph_k10_pointwise,factorial39,DA,safe_exact,common_served_case_paired,blinded_model_panel_sensitivity_not_root,123,0.0,0.008130081300813009,0.008130081300813009,0,0,1,122,"[""DA_d2_heldout200b/540""]",[],1.0,"[0.0, 0.02439]",case,1.0,39
E12,k10_vs_k5_graph_pointwise,graph_k5_pointwise,graph_k10_pointwise,factorial39,DA,legacy_chain,common_served_case_paired,blinded_model_panel_sensitivity_not_root,123,0.17886178861788618,0.1951219512195122,0.016260162601626018,18,4,6,95,"[""DA_d2_heldout100/391"", ""DA_d2_heldout100/451"", ""DA_d2_heldout200b/540"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/713"", ""DA_d2_seq100/19""]","[""DA_d2_heldout100/269"", ""DA_d2_heldout200b/548"", ""DA_d2_heldout200b/549"", ""DA_d2_seq100/156""]",0.75390625,"[-0.03252, 0.065041]",case,1.0,39
E12,k10_vs_k5_graph_pointwise,graph_k5_pointwise,graph_k10_pointwise,factorial39,DA,clinical_complete,common_served_case_paired,blinded_model_panel_sensitivity_not_root,123,0.016260162601626018,0.024390243902439025,0.008130081300813009,2,0,1,120,"[""DA_d2_heldout200b/540""]",[],1.0,"[0.0, 0.02439]",case,1.0,39
E12,k10_vs_k5_graph_pointwise,graph_k5_pointwise,graph_k10_pointwise,factorial39,DA,compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,123,0.5121951219512195,0.5284552845528455,0.016260162601626018,53,10,12,48,"[""DA_d2_heldout100/451"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/560"", ""DA_d2_heldout200b/611"", ""DA_d2_heldout200b/622"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/724"", ""DA_d2_seq100/139"", ""DA_d2_seq100/19"", ""DA_d2_seq100/242"", ""DA_d2_seq100/57""]","[""DA_d2_heldout200b/540"", ""DA_d2_heldout200b/548"", ""DA_d2_heldout200b/549"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/719"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/753"", ""DA_d2_heldout200b/757"", ""DA_d2_heldout200b/766"", ""DA_d2_heldout200b/771""]",0.8318119049072266,"[-0.056911, 0.089431]",case,1.0,39
E12,k10_vs_k5_graph_pointwise,graph_k5_pointwise,graph_k10_pointwise,factorial39,DA,complete_or_compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,123,0.5284552845528455,0.5528455284552846,0.024390243902439025,56,9,12,46,"[""DA_d2_heldout100/451"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/560"", ""DA_d2_heldout200b/611"", ""DA_d2_heldout200b/622"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/724"", ""DA_d2_seq100/139"", ""DA_d2_seq100/19"", ""DA_d2_seq100/242"", ""DA_d2_seq100/57""]","[""DA_d2_heldout200b/548"", ""DA_d2_heldout200b/549"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/719"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/753"", ""DA_d2_heldout200b/757"", ""DA_d2_heldout200b/766"", ""DA_d2_heldout200b/771""]",0.6636238098144531,"[-0.04878, 0.097561]",case,1.0,39
E12,k10_vs_k5_graph_pointwise,graph_k5_pointwise,graph_k10_pointwise,factorial39,DA,task,common_served_case_paired,blinded_model_panel_sensitivity_not_root,123,0.2682926829268293,0.23577235772357724,-0.032520325203252036,23,10,6,84,"[""DA_d2_heldout200b/540"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/724"", ""DA_d2_seq100/156"", ""DA_d2_seq100/163""]","[""DA_d2_heldout100/269"", ""DA_d2_heldout100/354"", ""DA_d2_heldout100/391"", ""DA_d2_heldout100/392"", ""DA_d2_heldout200b/560"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/713"", ""DA_d2_heldout200b/719"", ""DA_d2_seq100/76""]",0.454498291015625,"[-0.097561, 0.03252]",case,1.0,39
E12,k10_vs_k5_graph_pointwise,graph_k5_pointwise,graph_k10_pointwise,factorial39,MCR,safe_exact,common_served_case_paired,blinded_model_panel_sensitivity_not_root,128,0.15625,0.140625,-0.015625,16,4,2,106,"[""MCR_seq200b/328"", ""MCR_seq200b/345""]","[""MCR_seq200b/263"", ""MCR_v1_seq100/46"", ""MCR_v1_seq100/74"", ""MCR_v2_seq100/174""]",0.6875,"[-0.054688, 0.023438]",case,1.0,39
E12,k10_vs_k5_graph_pointwise,graph_k5_pointwise,graph_k10_pointwise,factorial39,MCR,legacy_chain,common_served_case_paired,blinded_model_panel_sensitivity_not_root,128,0.2265625,0.1953125,-0.03125,23,6,2,97,"[""MCR_seq200b/328"", ""MCR_seq200b/345""]","[""MCR_seq200b/263"", ""MCR_seq200b/335"", ""MCR_seq200b/355"", ""MCR_v1_seq100/46"", ""MCR_v1_seq100/74"", ""MCR_v2_seq100/174""]",0.2890625,"[-0.078125, 0.007812]",case,1.0,39
E12,k10_vs_k5_graph_pointwise,graph_k5_pointwise,graph_k10_pointwise,factorial39,MCR,clinical_complete,common_served_case_paired,blinded_model_panel_sensitivity_not_root,128,0.21875,0.1953125,-0.0234375,22,6,3,97,"[""MCR_seq200b/328"", ""MCR_seq200b/345"", ""MCR_v1_seq100/47""]","[""MCR_seq200b/263"", ""MCR_seq200b/296"", ""MCR_seq200b/335"", ""MCR_v1_seq100/46"", ""MCR_v1_seq100/74"", ""MCR_v2_seq100/174""]",0.5078125,"[-0.070312, 0.015625]",case,1.0,39
E12,k10_vs_k5_graph_pointwise,graph_k5_pointwise,graph_k10_pointwise,factorial39,MCR,compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,128,0.15625,0.125,-0.03125,14,6,2,106,"[""MCR_seq200b/263"", ""MCR_v2_seq100/201""]","[""MCR_seq200b/251"", ""MCR_seq200b/328"", ""MCR_seq200b/345"", ""MCR_seq200b/355"", ""MCR_v1_seq100/47"", ""MCR_v1_seq100/6""]",0.2890625,"[-0.078125, 0.007812]",case,1.0,39
E12,k10_vs_k5_graph_pointwise,graph_k5_pointwise,graph_k10_pointwise,factorial39,MCR,complete_or_compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,128,0.375,0.3203125,-0.0546875,40,8,1,79,"[""MCR_v2_seq100/201""]","[""MCR_seq200b/251"", ""MCR_seq200b/296"", ""MCR_seq200b/335"", ""MCR_seq200b/355"", ""MCR_v1_seq100/46"", ""MCR_v1_seq100/6"", ""MCR_v1_seq100/74"", ""MCR_v2_seq100/174""]",0.0390625,"[-0.101562, -0.015625]",case,1.0,39
